epoch,train loss,gen loss,train acc,gen_acc,prob_orig,prob_targ,train bal acc,train gm,test loss,major test acc,neutral test acc,minor test acc,test acc,f1 score,test bal acc,test gm
0,1.6459948469857206,0,42.56277225784347,0,0,0,17.516612871658648,10.977074616812047,1.8206555949317085,64.92592592592592,27.25,8.851851851851851,33.03333333333333,0,17.583448736842048,25.592592592592588
1,1.4138805664885057,0,50.42337624198522,0,0,0,27.064388191096167,23.760440992867967,1.6958828859859043,69.74074074074075,21.833333333333332,31.185185185185187,39.01111111111111,0,23.5758392821072,32.23456790123457
2,1.2513250479946274,0,55.533258283980224,0,0,0,33.91426330570766,33.97985911307831,1.5298840350574918,58.48148148148148,35.111111111111114,39.851851851851855,43.544444444444444,0,38.695171015823746,37.2716049382716
3,1.1098640186835314,0,60.51588272722823,0,0,0,41.62903577858004,43.57700878152092,1.5298840350574918,58.48148148148148,35.111111111111114,39.851851851851855,43.544444444444444,0,38.695171015823746,37.2716049382716
4,0.9782253128947458,0,65.11673437423524,0,0,0,48.55888371474645,51.104196018465345,1.4279390348328485,80.66666666666667,38.861111111111114,42.55555555555556,52.51111111111111,0,47.14687947056939,47.23456790123456
5,0.8615286623198732,0,69.20855562625422,0,0,0,55.15080680966214,57.88673534407479,1.4309927668836382,83.55555555555556,42.916666666666664,40.0,54.233333333333334,0,46.11773275527993,49.14814814814815
6,0.7915512831905073,0,71.98864470657334,0,0,0,59.37831498143705,62.03011697423021,1.2409848080741035,69.96296296296296,58.416666666666664,46.592592592592595,58.333333333333336,0,51.37060653009592,53.703703703703695
7,0.7180144758594642,0,74.73936664872008,0,0,0,63.40569633092878,65.96968854671164,1.2409848080741035,69.96296296296296,58.416666666666664,46.592592592592595,58.333333333333336,0,51.37060653009592,53.703703703703695
8,0.6695583116686716,0,76.8831677353042,0,0,0,66.50901576414883,68.91755575915792,1.067798458205329,85.5925925925926,51.05555555555556,66.85185185185185,66.15555555555555,0,63.92086615330744,62.39506172839505
9,0.6311054417526989,0,77.82781067984925,0,0,0,68.39672093486497,70.72970208824168,1.067798458205329,85.5925925925926,51.05555555555556,66.85185185185185,66.15555555555555,0,63.92086615330744,62.39506172839505
10,0.6012061130521488,0,79.20317165092261,0,0,0,70.12458327696677,72.36444290761756,0.955935572915607,78.44444444444444,64.55555555555556,61.925925925925924,67.93333333333334,0,65.03594559459218,64.37037037037038
11,0.5708247168369507,0,80.09886936518036,0,0,0,71.28624640410143,73.509209213878,0.955935572915607,78.44444444444444,64.55555555555556,61.925925925925924,67.93333333333334,0,65.03594559459218,64.37037037037038
12,0.5382803332659182,0,81.15608633938622,0,0,0,72.7087199760814,74.81185860766185,0.955935572915607,78.44444444444444,64.55555555555556,61.925925925925924,67.93333333333334,0,65.03594559459218,64.37037037037038
13,0.5152125611633616,0,82.12520189907494,0,0,0,74.39525748149944,76.40938782582192,0.875267180469301,85.22222222222223,69.22222222222223,64.29629629629629,72.54444444444445,0,71.39223365406518,69.49382716049382
14,0.49705007745973295,0,82.78106798492487,0,0,0,75.22219479392837,77.19385035947649,0.875267180469301,85.22222222222223,69.22222222222223,64.29629629629629,72.54444444444445,0,71.39223365406518,69.49382716049382
15,0.4766040449304428,0,83.55929714649308,0,0,0,76.32201990155598,78.22553415309191,0.875267180469301,85.22222222222223,69.22222222222223,64.29629629629629,72.54444444444445,0,71.39223365406518,69.49382716049382
16,0.44994797840102535,0,84.41094415349224,0,0,0,77.65939743402235,79.44070533582442,0.875267180469301,85.22222222222223,69.22222222222223,64.29629629629629,72.54444444444445,0,71.39223365406518,69.49382716049382
17,0.45000450198365977,0,84.59204150555529,0,0,0,77.91153518249499,79.72913190962095,0.875267180469301,85.22222222222223,69.22222222222223,64.29629629629629,72.54444444444445,0,71.39223365406518,69.49382716049382
18,0.4357967657621874,0,84.83676765699182,0,0,0,78.06476529650978,79.86852906937372,0.6796079903841019,86.96296296296296,68.66666666666667,81.96296296296296,78.14444444444445,0,77.2033141141759,75.71604938271605
19,0.42681202636180626,0,85.25769663746269,0,0,0,78.79532074867794,80.55646442548176,0.6796079903841019,86.96296296296296,68.66666666666667,81.96296296296296,78.14444444444445,0,77.2033141141759,75.71604938271605
20,0.41124372955262706,0,85.84503940091038,0,0,0,79.5617694752686,81.26312461456502,0.6796079903841019,86.96296296296296,68.66666666666667,81.96296296296296,78.14444444444445,0,77.2033141141759,75.71604938271605
21,0.41305003650305955,0,85.64436395673242,0,0,0,79.42945145312943,81.12887266439387,0.6796079903841019,86.96296296296296,68.66666666666667,81.96296296296296,78.14444444444445,0,77.2033141141759,75.71604938271605
22,0.3822739245135274,0,86.66731926973716,0,0,0,80.74449089495921,82.3282487450733,0.6796079903841019,86.96296296296296,68.66666666666667,81.96296296296296,78.14444444444445,0,77.2033141141759,75.71604938271605
23,0.3851152304776013,0,86.44706573344428,0,0,0,80.91983562610187,82.52486322890363,0.6796079903841019,86.96296296296296,68.66666666666667,81.96296296296296,78.14444444444445,0,77.2033141141759,75.71604938271605
24,0.37591156099611756,0,87.11272086535168,0,0,0,81.34415547501018,82.91834989718048,0.6796079903841019,86.96296296296296,68.66666666666667,81.96296296296296,78.14444444444445,0,77.2033141141759,75.71604938271605
25,0.3598525673741782,0,87.5287553227938,0,0,0,81.99367233648198,83.53073490440492,0.6796079903841019,86.96296296296296,68.66666666666667,81.96296296296296,78.14444444444445,0,77.2033141141759,75.71604938271605
26,0.34974205549794507,0,88.06225833292545,0,0,0,82.87929335519839,84.33212352558104,0.6796079903841019,86.96296296296296,68.66666666666667,81.96296296296296,78.14444444444445,0,77.2033141141759,75.71604938271605
27,0.3567447467203807,0,87.44554843130537,0,0,0,82.12463365556147,83.66475170498067,0.6796079903841019,86.96296296296296,68.66666666666667,81.96296296296296,78.14444444444445,0,77.2033141141759,75.71604938271605
28,0.3432226556159403,0,88.02310214869561,0,0,0,82.788008013435,84.26041683795275,0.6796079903841019,86.96296296296296,68.66666666666667,81.96296296296296,78.14444444444445,0,77.2033141141759,75.71604938271605
29,0.33418441971582635,0,88.3706132837355,0,0,0,83.4189677540368,84.84700976300125,0.6796079903841019,86.96296296296296,68.66666666666667,81.96296296296296,78.14444444444445,0,77.2033141141759,75.71604938271605
30,0.327574010451024,0,88.6398120503157,0,0,0,83.79477254052273,85.18978893673649,0.6796079903841019,86.96296296296296,68.66666666666667,81.96296296296296,78.14444444444445,0,77.2033141141759,75.71604938271605
31,0.3235094699310105,0,88.7670696490627,0,0,0,83.91397416507984,85.31849457274632,0.6796079903841019,86.96296296296296,68.66666666666667,81.96296296296296,78.14444444444445,0,77.2033141141759,75.71604938271605
32,0.31788570136903965,0,88.90411629386716,0,0,0,84.32875552520623,85.69641851862005,0.6796079903841019,86.96296296296296,68.66666666666667,81.96296296296296,78.14444444444445,0,77.2033141141759,75.71604938271605
33,0.31340556759023497,0,89.09010816895893,0,0,0,84.45743976409548,85.8075558377532,0.6796079903841019,86.96296296296296,68.66666666666667,81.96296296296296,78.14444444444445,0,77.2033141141759,75.71604938271605
34,0.31597324488277473,0,88.97753413929813,0,0,0,84.08010793449485,85.46137745756057,0.6796079903841019,86.96296296296296,68.66666666666667,81.96296296296296,78.14444444444445,0,77.2033141141759,75.71604938271605
35,0.3170129842277631,0,88.86985463266605,0,0,0,84.28623812697961,85.66950698842965,0.6796079903841019,86.96296296296296,68.66666666666667,81.96296296296296,78.14444444444445,0,77.2033141141759,75.71604938271605
36,0.29913737297373183,0,89.68723997846409,0,0,0,85.35094985427787,86.64054465816373,0.6796079903841019,86.96296296296296,68.66666666666667,81.96296296296296,78.14444444444445,0,77.2033141141759,75.71604938271605
37,0.3007517136069251,0,89.59913856394694,0,0,0,85.09203747412006,86.40623151020725,0.6546653270721435,85.48148148148148,73.86111111111111,83.14814814814815,80.13333333333334,0,79.80008336149906,77.92592592592591
38,0.29802019208323954,0,89.66766188634918,0,0,0,85.38232122655953,86.66810963379548,0.6546653270721435,85.48148148148148,73.86111111111111,83.14814814814815,80.13333333333334,0,79.80008336149906,77.92592592592591
39,0.28209282095856697,0,90.162008712251,0,0,0,86.02968906987601,87.26680087517909,0.6546653270721435,85.48148148148148,73.86111111111111,83.14814814814815,80.13333333333334,0,79.80008336149906,77.92592592592591
40,0.2940973134551021,0,89.83407566932603,0,0,0,85.71790844048283,86.9793601376756,0.6588179022073746,90.88888888888889,71.05555555555556,82.22222222222223,80.35555555555555,0,79.679759047284,78.17283950617283
41,0.2838656303531757,0,89.98091136018795,0,0,0,85.80335157712994,87.04135058975768,0.6588179022073746,90.88888888888889,71.05555555555556,82.22222222222223,80.35555555555555,0,79.679759047284,78.17283950617283
42,0.28067409560302414,0,90.2745827419118,0,0,0,86.0564523304916,87.28629591483875,0.6588179022073746,90.88888888888889,71.05555555555556,82.22222222222223,80.35555555555555,0,79.679759047284,78.17283950617283
43,0.27579526031126994,0,90.36268415642895,0,0,0,86.09421290948916,87.32519431619494,0.6588179022073746,90.88888888888889,71.05555555555556,82.22222222222223,80.35555555555555,0,79.679759047284,78.17283950617283
44,0.27659611110674187,0,90.31863344917038,0,0,0,86.20505707794615,87.4468758492122,0.6588179022073746,90.88888888888889,71.05555555555556,82.22222222222223,80.35555555555555,0,79.679759047284,78.17283950617283
45,0.26219510000233176,0,90.63188292300916,0,0,0,86.5894137475768,87.7929984361249,0.6588179022073746,90.88888888888889,71.05555555555556,82.22222222222223,80.35555555555555,0,79.679759047284,78.17283950617283
46,0.2665147654962729,0,90.72977338358378,0,0,0,86.9109456137326,88.06236061443425,0.6588179022073746,90.88888888888889,71.05555555555556,82.22222222222223,80.35555555555555,0,79.679759047284,78.17283950617283
47,0.2604893364238702,0,90.99897215016397,0,0,0,87.22417843776914,88.35899649915228,0.6588179022073746,90.88888888888889,71.05555555555556,82.22222222222223,80.35555555555555,0,79.679759047284,78.17283950617283
48,0.2630722333106997,0,90.82766384415838,0,0,0,86.82597984333079,88.01087221479496,0.6588179022073746,90.88888888888889,71.05555555555556,82.22222222222223,80.35555555555555,0,79.679759047284,78.17283950617283
49,0.2606322997309879,0,90.88639812050316,0,0,0,86.96103461992737,88.12285762390384,0.6588179022073746,90.88888888888889,71.05555555555556,82.22222222222223,80.35555555555555,0,79.679759047284,78.17283950617283
50,0.25474035967015396,0,91.17028045616955,0,0,0,87.73518682397297,88.83930646571108,0.6588179022073746,90.88888888888889,71.05555555555556,82.22222222222223,80.35555555555555,0,79.679759047284,78.17283950617283
51,0.26268792299877486,0,90.83745289021584,0,0,0,86.9734491972884,88.14085592486109,0.6588179022073746,90.88888888888889,71.05555555555556,82.22222222222223,80.35555555555555,0,79.679759047284,78.17283950617283
52,0.24679875341457602,0,91.43458469972101,0,0,0,87.76298848910317,88.86318906537073,0.6588179022073746,90.88888888888889,71.05555555555556,82.22222222222223,80.35555555555555,0,79.679759047284,78.17283950617283
53,0.25675057725309247,0,91.0821790416524,0,0,0,87.3621814203178,88.5087829061667,0.6588179022073746,90.88888888888889,71.05555555555556,82.22222222222223,80.35555555555555,0,79.679759047284,78.17283950617283
54,0.252750762407577,0,91.07238999559493,0,0,0,87.53866132422972,88.67445605504186,0.6588179022073746,90.88888888888889,71.05555555555556,82.22222222222223,80.35555555555555,0,79.679759047284,78.17283950617283
55,0.24596534478530782,0,91.49821349909452,0,0,0,88.10680981908361,89.18281223182538,0.6588179022073746,90.88888888888889,71.05555555555556,82.22222222222223,80.35555555555555,0,79.679759047284,78.17283950617283
56,0.2389162911871539,0,91.58631491361167,0,0,0,87.86090045858259,88.96453836885281,0.6588179022073746,90.88888888888889,71.05555555555556,82.22222222222223,80.35555555555555,0,79.679759047284,78.17283950617283
57,0.2498242060601125,0,91.2436983016005,0,0,0,87.69987772236014,88.80876729680173,0.6588179022073746,90.88888888888889,71.05555555555556,82.22222222222223,80.35555555555555,0,79.679759047284,78.17283950617283
58,0.24306904907140442,0,91.38074494640497,0,0,0,87.7918557649857,88.90074479536793,0.6588179022073746,90.88888888888889,71.05555555555556,82.22222222222223,80.35555555555555,0,79.679759047284,78.17283950617283
59,0.23942647935401137,0,91.45416279183594,0,0,0,88.13291437679437,89.21101898241879,0.6588179022073746,90.88888888888889,71.05555555555556,82.22222222222223,80.35555555555555,0,79.679759047284,78.17283950617283
60,0.23379048319279747,0,91.6548382360139,0,0,0,88.10995580430425,89.19452116034854,0.6588179022073746,90.88888888888889,71.05555555555556,82.22222222222223,80.35555555555555,0,79.679759047284,78.17283950617283
61,0.24927254264038232,0,91.17517497919827,0,0,0,87.6427842051416,88.76132172698794,0.6588179022073746,90.88888888888889,71.05555555555556,82.22222222222223,80.35555555555555,0,79.679759047284,78.17283950617283
62,0.2324079673424218,0,91.91424795653664,0,0,0,88.56854644994182,89.61453167350209,0.6588179022073746,90.88888888888889,71.05555555555556,82.22222222222223,80.35555555555555,0,79.679759047284,78.17283950617283
63,0.21814617787164936,0,92.31070432186384,0,0,0,89.20140161092093,90.18895978461227,0.7069276872608397,91.88888888888889,71.52777777777777,80.55555555555556,80.34444444444445,0,79.29913956556311,78.1604938271605
64,0.23574597020589985,0,91.80167392687582,0,0,0,88.48423654892858,89.53118534774703,0.7069276872608397,91.88888888888889,71.52777777777777,80.55555555555556,80.34444444444445,0,79.29913956556311,78.1604938271605
65,0.22578688228067909,0,91.99256032499633,0,0,0,88.7550647105879,89.7880490235914,0.7069276872608397,91.88888888888889,71.52777777777777,80.55555555555556,80.34444444444445,0,79.29913956556311,78.1604938271605
66,0.22328951050094392,0,92.21770838431794,0,0,0,89.30125474091324,90.29502031983152,0.7069276872608397,91.88888888888889,71.52777777777777,80.55555555555556,80.34444444444445,0,79.29913956556311,78.1604938271605
67,0.23447625190391572,0,91.7967794038471,0,0,0,88.36682464342539,89.43161425056924,0.7069276872608397,91.88888888888889,71.52777777777777,80.55555555555556,80.34444444444445,0,79.29913956556311,78.1604938271605
68,0.21352238564593728,0,92.60437570358769,0,0,0,89.56482719502102,90.52781042910317,0.7069276872608397,91.88888888888889,71.52777777777777,80.55555555555556,80.34444444444445,0,79.29913956556311,78.1604938271605
69,0.22200553320918243,0,92.18344672311683,0,0,0,88.83637962287388,89.85464004145898,0.7069276872608397,91.88888888888889,71.52777777777777,80.55555555555556,80.34444444444445,0,79.29913956556311,78.1604938271605
70,0.22429192349322713,0,92.02192746316871,0,0,0,88.53475247558495,89.57634499793586,0.7069276872608397,91.88888888888889,71.52777777777777,80.55555555555556,80.34444444444445,0,79.29913956556311,78.1604938271605
71,0.210611720632383,0,92.65821545690372,0,0,0,89.34702840960608,90.32662840788126,0.7069276872608397,91.88888888888889,71.52777777777777,80.55555555555556,80.34444444444445,0,79.29913956556311,78.1604938271605
72,0.2045910388324633,0,92.80505114776565,0,0,0,89.66072903706288,90.60988156334433,0.7069276872608397,91.88888888888889,71.52777777777777,80.55555555555556,80.34444444444445,0,79.29913956556311,78.1604938271605
73,0.21476869411939017,0,92.60437570358769,0,0,0,89.48519204316528,90.45327293626787,0.7069276872608397,91.88888888888889,71.52777777777777,80.55555555555556,80.34444444444445,0,79.29913956556311,78.1604938271605
74,0.22296762075212276,0,92.15897410797318,0,0,0,89.01711644837005,90.03077207627615,0.7069276872608397,91.88888888888889,71.52777777777777,80.55555555555556,80.34444444444445,0,79.29913956556311,78.1604938271605
