epoch,train loss,gen loss,train acc,gen_acc,prob_orig,prob_targ,train bal acc,train gm,test loss,major test acc,neutral test acc,minor test acc,test acc,f1 score,test bal acc,test gm
0,1.7036946364701462,0,41.88243355684988,0,0,0,17.129416411737555,12.03198531140496,1.7496723850568137,61.592592592592595,37.69444444444444,13.25925925925926,37.53333333333333,0,0.0,30.592592592592588
1,1.4049277040531418,0,50.163966521462484,0,0,0,25.65366716190291,20.79592174314029,1.704672192202674,68.0,36.02777777777778,11.703703703703704,38.32222222222222,0,0.0,31.46913580246914
2,1.2783911917436128,0,54.955704566589986,0,0,0,31.900207307944033,28.252895293316943,1.704672192202674,68.0,36.02777777777778,11.703703703703704,38.32222222222222,0,0.0,31.46913580246914
3,1.1468513725461031,0,59.13562723312613,0,0,0,38.53778226530168,38.20338112004681,1.5284340341885885,79.77777777777777,28.77777777777778,36.148148148148145,46.28888888888889,0,38.85456910951442,40.32098765432099
4,1.0129836877854197,0,64.07420096911557,0,0,0,46.22796076434897,48.01513454037104,1.6460930241478815,69.07407407407408,55.0,25.555555555555557,50.388888888888886,0,41.47660260692639,44.87654320987654
5,0.8846113941205137,0,69.12045421173707,0,0,0,54.207722304596636,56.81025724885275,1.212221641672982,80.5925925925926,50.361111111111114,50.333333333333336,59.422222222222224,0,57.15826815348783,54.9135802469136
6,0.7781267147699961,0,72.59067103910724,0,0,0,59.698946738688704,62.241540430614016,1.027088029517068,77.14814814814815,58.833333333333336,63.74074074074074,65.8,0,63.47987892017125,62.00000000000002
7,0.7162233742228292,0,75.1700846752484,0,0,0,63.63708856967286,66.10141871148431,1.027088029517068,77.14814814814815,58.833333333333336,63.74074074074074,65.8,0,63.47987892017125,62.00000000000002
8,0.6580900601175853,0,77.2796241006314,0,0,0,66.60057637714056,68.97763166487856,0.9512171010176341,86.07407407407408,54.361111111111114,68.29629629629629,68.05555555555556,0,66.55741455055436,64.50617283950616
9,0.6225044768314391,0,78.4543096275268,0,0,0,69.24386234689291,71.57245657956976,0.9512171010176341,86.07407407407408,54.361111111111114,68.29629629629629,68.05555555555556,0,66.55741455055436,64.50617283950616
10,0.5821519415988066,0,79.9471391512897,0,0,0,71.51600102738182,73.69186138851826,0.9498204423321618,79.07407407407408,65.19444444444444,64.77777777777777,69.23333333333333,0,67.4201235658298,65.81481481481481
11,0.5494437003928037,0,80.98477803338065,0,0,0,72.4078029919738,74.52941599812137,0.9498204423321618,79.07407407407408,65.19444444444444,64.77777777777777,69.23333333333333,0,67.4201235658298,65.81481481481481
12,0.5306677416548272,0,81.76790171797758,0,0,0,73.31438338539172,75.38556891510277,0.9498204423321618,79.07407407407408,65.19444444444444,64.77777777777777,69.23333333333333,0,67.4201235658298,65.81481481481481
13,0.5119466830423695,0,82.3895061426264,0,0,0,74.58701871528794,76.58404275353661,0.9498204423321618,79.07407407407408,65.19444444444444,64.77777777777777,69.23333333333333,0,67.4201235658298,65.81481481481481
14,0.48420182452036836,0,83.22157505751065,0,0,0,75.76539750181844,77.67644188592536,0.9498204423321618,79.07407407407408,65.19444444444444,64.77777777777777,69.23333333333333,0,67.4201235658298,65.81481481481481
15,0.46857140539302905,0,83.63271499192403,0,0,0,76.41931748995721,78.33815515648857,0.7465906216038598,85.11111111111111,63.72222222222222,81.0,75.32222222222222,0,73.2909371505962,72.58024691358025
16,0.46191557201074906,0,84.05853849542362,0,0,0,76.88091210365833,78.72425079184094,0.7465906216038598,85.11111111111111,63.72222222222222,81.0,75.32222222222222,0,73.2909371505962,72.58024691358025
17,0.4459718225443511,0,84.60672507464147,0,0,0,77.74119271518244,79.5593334845322,0.743327467309104,88.11111111111111,63.94444444444444,80.66666666666667,76.21111111111111,0,74.3682598097407,73.56790123456791
18,0.42481475787262907,0,85.36537614409475,0,0,0,78.90259944704951,80.63222967021125,0.743327467309104,88.11111111111111,63.94444444444444,80.66666666666667,76.21111111111111,0,74.3682598097407,73.56790123456791
19,0.4184330427843851,0,85.44858303558318,0,0,0,79.10502595262174,80.83425052629552,0.743327467309104,88.11111111111111,63.94444444444444,80.66666666666667,76.21111111111111,0,74.3682598097407,73.56790123456791
20,0.41297004643232715,0,85.77651607850815,0,0,0,79.81180045338176,81.49604098115077,0.743327467309104,88.11111111111111,63.94444444444444,80.66666666666667,76.21111111111111,0,74.3682598097407,73.56790123456791
21,0.39309301464330443,0,86.29533551955362,0,0,0,80.40698865582198,82.0539398879132,0.6721138096517987,87.03703703703704,71.72222222222223,78.4074074074074,78.32222222222222,0,77.54738949949318,75.91358024691358
