epoch,train loss,gen loss,train acc,gen_acc,prob_orig,prob_targ,train bal acc,train gm,test loss,major test acc,neutral test acc,minor test acc,test acc,f1 score,test bal acc,test gm
0,1.7442052235051835,0,41.358719592775685,0,0,0,16.32849350674651,0.0,1.9747594753901163,68.0,19.694444444444443,0.8148148148148148,28.522222222222222,0,0.0,20.580246913580243
1,1.3963953179413628,0,50.14928295237629,0,0,0,25.20842698715639,20.777906573845538,1.7361951364411248,70.33333333333333,25.88888888888889,26.74074074074074,39.477777777777774,0,19.403957452398544,32.75308641975309
2,1.2470674722953536,0,55.69967206695708,0,0,0,32.87639498901429,30.128327007883172,1.7147329370180766,68.81481481481481,41.25,20.814814814814813,43.388888888888886,0,33.63365415670526,37.098765432098766
3,1.1173545247943302,0,60.016641378297685,0,0,0,39.842172918133436,40.653575884092696,1.6097840494579738,79.4074074074074,43.111111111111114,21.0,47.36666666666667,0,36.893845168594055,41.51851851851852
4,0.9743483188942218,0,65.19994126572365,0,0,0,48.185531449529876,50.56460535095502,1.2007101668251885,73.0,59.888888888888886,44.407407407407405,59.17777777777778,0,55.36163274642865,54.641975308641975
5,0.8462603118245655,0,70.28535069257501,0,0,0,56.17549159149288,58.85370243214324,1.2522827380233341,74.44444444444444,56.888888888888886,51.2962962962963,60.477777777777774,0,57.379525689511205,56.086419753086425
6,0.768103999028699,0,73.21227546375606,0,0,0,60.91892314473488,63.46893297062319,1.2522827380233341,74.44444444444444,56.888888888888886,51.2962962962963,60.477777777777774,0,57.379525689511205,56.086419753086425
7,0.6865935108979178,0,76.26156331065538,0,0,0,65.52540174314261,68.01704020605808,1.2462982541984982,78.33333333333333,58.166666666666664,51.851851851851855,62.32222222222222,0,60.399463608819694,58.13580246913579
8,0.6532631533610699,0,77.4558269296657,0,0,0,67.27130608473286,69.62310797052659,0.8410708460542891,74.96296296296296,65.88888888888889,77.77777777777777,72.17777777777778,0,70.84030603957798,69.08641975308642
9,0.6092383279031864,0,78.89971122314131,0,0,0,69.51730507932523,71.80799584872297,0.8410708460542891,74.96296296296296,65.88888888888889,77.77777777777777,72.17777777777778,0,70.84030603957798,69.08641975308642
